"bladelen","latitude","logpet","loglen","location"
"12.33","9.1","-0.71185304951549","2.5120353171763","Panama"
"12.92","9.1","-0.55124492160166","2.5587764983545","Panama"
"13","9.1","-1.1689274625831","2.5649493574615","Panama"
"13.56","9.1","-0.026746520415709","2.6071242825122","Panama"
"14.57","9.1","-0.12284696070957","2.6789646202071","Panama"
"14.58","9.1","0.22856562526802","2.6796507265805","Panama"
"14.6","9.1","-0.13907817619654","2.6810215287143","Panama"
"15.12","9.1","-0.67127610574178","2.7160183707514","Panama"
"15.2","9.1","-0.85069027479021","2.7212954278522","Panama"
"15.67","9.1","0.086757344726166","2.7517480563679","Panama"
"16.18","9.1","-0.49697531695594","2.7837759116304","Panama"
"16.62","9.1","-1.2012365512831","2.8106067894273","Panama"
"16.71","9.1","0.44941691963734","2.8160073426073","Panama"
"17.1","9.1","-0.61868926964194","2.8390784635086","Panama"
"17.63","9.1","0.50087710091119","2.8696019964098","Panama"
"17.69","9.1","0.072834018161678","2.8729995081717","Panama"
"18.7","9.1","0.040748391811642","2.9285235238605","Panama"
"19.1","9.1","0.8227358107017","2.9496883350526","Panama"
"19.29","9.1","0.28012408266734","2.9595868269176","Panama"
"19.99","9.1","0.55797215219166","2.9952321485123","Panama"
"20.25","9.1","0.19973161830355","3.0081547935526","Panama"
"20.87","9.1","-0.12229419565512","3.0383127210891","Panama"
"21.16","9.1","-0.67343083149543","3.0521126069901","Panama"
"26.99","9.1","0.29973415347592","3.2954664270299","Panama"
"28.94","9.1","0.243929224674","3.3652247212033","Panama"
"45.23","9.1","1.2594312573843","3.8117605834897","Panama"
"45.89","9.1","3.9333930311643","3.8262472284067","Panama"
"20.92","9.1","2.5591151406991","3.0407056391967","Panama"
"22.87","9.1","2.4111558702437","3.1298260080347","Panama"
"25.94","9.1","2.4341235760929","3.2557861788883","Panama"
"14.24","9.1","1.7417621767723","2.6560549059838","Panama"
"16.25","9.1","1.4479184832694","2.7880929087758","Panama"
"49.3","9.1","2.2738800162252","3.8979240810486","Panama"
"24.18","9.1","0.90176250643319","3.1855258451867","Panama"
"14.58","9.1","0.3599194747515","2.6796507265805","Panama"
"49.45","9.1","1.5751083381353","3.9009620580687","Panama"
"13.8","9.1","0.27499189163526","2.6246685921632","Panama"
"14.03","9.1","0.20279307797779","2.6411978941144","Panama"
"25.8","9.1","0.65207515478448","3.2503744919276","Panama"
"14.79","9.1","-0.070669275867896","2.6939512767227","Panama"
"28.94","9.1","0.54344575477279","3.3652247212033","Panama"
"18.35","9.1","-0.23692558878799","2.9096295745006","Panama"
"11.67","9.1","-0.9302730301947","2.4570214462985","Panama"
"13.11","9.1","-1.2342876923283","2.5733752977756","Panama"
"7.77","10.4","-0.73844793979011","2.0502701643796","Costa Rica"
"10.31","10.4","-1.2640979675592","2.3331142980289","Costa Rica"
"11.28","10.4","0.045722606879931","2.4230312460699","Costa Rica"
"11.67","10.4","-0.63082611616333","2.4570214462985","Costa Rica"
"13.38","10.4","-0.53207990420093","2.5937610547001","Costa Rica"
"14.1","10.4","-0.97691691619181","2.6461747973841","Costa Rica"
"14.1","10.4","-0.57771356930762","2.6461747973841","Costa Rica"
"14.18","10.4","-0.31823200570143","2.651832521104","Costa Rica"
"15.01","10.4","0.2940820488427","2.7087166456454","Costa Rica"
"16.1","10.4","-0.15487761064412","2.7788192719904","Costa Rica"
"16.56","10.4","-0.47376107962918","2.8069901489571","Costa Rica"
"16.59","10.4","-0.44311557474405","2.8088001042024","Costa Rica"
"16.86","10.4","0.53823220873595","2.8249439525737","Costa Rica"
"17.01","10.4","0.44347739910572","2.8338014064078","Costa Rica"
"17.86","10.4","-0.67178498570798","2.8825635754484","Costa Rica"
"18.01","10.4","0.48298155053599","2.8909271591879","Costa Rica"
"18.1","10.4","0.085829011604418","2.8959119382718","Costa Rica"
"18.71","10.4","-0.025532189936818","2.929058140286","Costa Rica"
"18.75","10.4","-0.28021005761308","2.9311937524164","Costa Rica"
"19.74","10.4","0.91513406319077","2.9826470340053","Costa Rica"
"20.1","10.4","-0.29072670263801","3.000719815065","Costa Rica"
"20.16","10.4","0.066237077773153","3.0037004432032","Costa Rica"
"20.32","10.4","0.82591428118774","3.0116056227103","Costa Rica"
"20.35","10.4","1.0267653481982","3.0130809118886","Costa Rica"
"20.42","10.4","0.06000325233581","3.0165148127365","Costa Rica"
"22.67","10.4","0.24220394243695","3.1210424645194","Costa Rica"
"22.9","10.4","0.28554729543592","3.1311369105602","Costa Rica"
"23.8","10.4","-0.35367943495893","3.1696855806774","Costa Rica"
"23.87","10.4","0.24828016288342","3.1726224403507","Costa Rica"
"24.7","10.4","0.69842323766029","3.2068032436339","Costa Rica"
"26.4","10.4","-0.096334704450514","3.2733640101523","Costa Rica"
"28.12","10.4","0.15441921519698","3.3364810669425","Costa Rica"
"30.06","10.4","0.45052260023128","3.4031953843248","Costa Rica"
"28.37","10.4","1.9123654795024","3.3453322488208","Costa Rica"
"17.33","10.4","1.2233085579477","2.8524391037275","Costa Rica"
"17.68","10.4","0.37989838025701","2.8724340572095","Costa Rica"
"18","10.4","0.0079681696491769","2.8903717578962","Costa Rica"
"19.21","10.4","2.5042883551757","2.9554309767805","Costa Rica"
"20.18","10.4","0.66855013840257","3.0046920149255","Costa Rica"
"21.02","10.4","1.0385395145557","3.0454743654488","Costa Rica"
"22.44","10.4","2.1506024612512","3.1108450806545","Costa Rica"
"26.87","10.4","2.5381132376617","3.2910104226274","Costa Rica"
"30.8","10.4","0.87646823768698","3.4275146899795","Costa Rica"
"31.95","10.4","3.2160718975355","3.4641721808235","Costa Rica"
"32.84","10.4","1.6958797939586","3.4916472845842","Costa Rica"
"33.29","10.4","1.0518490688583","3.5052570515869","Costa Rica"
"38.22","10.4","0.9682598378496","3.6433589388121","Costa Rica"
"46.6","10.4","3.8893683148633","3.8416005411316","Costa Rica"
"46.94","10.4","1.2163911761677","3.8488701904229","Costa Rica"
"72.3","10.4","0.8726021325656","4.2808241291647","Costa Rica"
"6.93","17.1","-0.8005898624221","1.9358598132018","N Queensland"
"7.27","17.1","-1.3404800489806","1.9837562915454","N Queensland"
"7.43","17.1","-0.26653002922955","2.0055258587297","N Queensland"
"8","17.1","-0.52289820500026","2.0794415416798","N Queensland"
"8.08","17.1","-0.70744896527081","2.089391872533","N Queensland"
"8.48","17.1","-0.19946608795985","2.1377104498038","N Queensland"
"8.56","17.1","-0.51358943958872","2.1471001901537","N Queensland"
"8.72","17.1","-0.52746326491901","2.1656192379209","N Queensland"
"9.153333","17.1","-0.65234186201873","2.2141180752551","N Queensland"
"9.353333","17.1","-0.11289628056741","2.2357327503683","N Queensland"
"9.48","17.1","-1.4277665669817","2.2491843162669","N Queensland"
"9.56","17.1","-0.41606104732157","2.2575877270633","N Queensland"
"10.06","17.1","0.23072434435545","2.3085671646716","N Queensland"
"10.06","17.1","-0.50651160918914","2.3085671646716","N Queensland"
"10.11","17.1","-0.29490610304112","2.3135250330324","N Queensland"
"10.37","17.1","-1.2694006096484","2.3389170222414","N Queensland"
"10.44","17.1","-0.71409302107541","2.3456445824545","N Queensland"
"10.5","17.1","-2.3050882232122","2.3513752571635","N Queensland"
"10.55","17.1","0.0001399902009146","2.3561258599221","N Queensland"
"10.87","17.1","-0.16503975115943","2.3860067011331","N Queensland"
"11.22","17.1","0.098983425170621","2.4176979000945","N Queensland"
"11.66","17.1","-0.13811330212963","2.4561641809223","N Queensland"
"11.86","17.1","-0.15514383951378","2.4731713935696","N Queensland"
"12.23","17.1","-0.95070620869019","2.5038919496991","N Queensland"
"12.84","17.1","-0.11674507452446","2.5525652982618","N Queensland"
"12.9","17.1","-1.3060055298911","2.5572273113676","N Queensland"
"12.96","17.1","-0.87859040469133","2.5618676909241","N Queensland"
"13.03","17.1","-1.2460551413554","2.5672543911367","N Queensland"
"13.4","17.1","0.39070335423419","2.5952547069569","N Queensland"
"13.413333","17.1","-0.15680358500378","2.5962492122725","N Queensland"
"13.59","17.1","-0.030823706896239","2.609334228163","N Queensland"
"14.36","17.1","-0.60047319974953","2.6644465636201","N Queensland"
"14.4","17.1","-0.79690897485407","2.6672282065819","N Queensland"
"14.6","17.1","0.047150725786332","2.6810215287143","N Queensland"
"14.9","17.1","-0.071227509288368","2.7013612129514","N Queensland"
"16.49","17.1","0.1868272243451","2.8027541365715","N Queensland"
"16.67","17.1","-0.35885875529134","2.8136106967627","N Queensland"
"17.04","17.1","0.14805097151651","2.8355635214012","N Queensland"
"19.89","17.1","0.16509061986559","2.9902170928659","N Queensland"
"24.43","17.1","0.18598151762544","3.1958118852696","N Queensland"
"30.35","17.1","0.50599045314592","3.4127965175055","N Queensland"
"13.98","17.1","0.41200368494775","2.6376277368057","N Queensland"
"14.45","17.1","1.0592544994537","2.6706944145584","N Queensland"
"15.25","17.1","-0.17402605976985","2.7245795030534","N Queensland"
"15.3","17.1","0.62820857940103","2.7278528283984","N Queensland"
"15.348","17.1","0.5905189288671","2.7309851723847","N Queensland"
"15.46","17.1","0.61130351880839","2.7382560431593","N Queensland"
"15.56","17.1","0.038651320310709","2.7447035187503","N Queensland"
"17","17.1","-0.87995880262676","2.8332133440562","N Queensland"
"17.8","17.1","0.44193846097739","2.879198457298","N Queensland"
"17.97","17.1","1.258807946459","2.8887037007955","N Queensland"
"18.76","17.1","0.62914185058403","2.9317269435781","N Queensland"
"19.68","17.1","1.885978144467","2.9796028916241","N Queensland"
"20.98","17.1","1.1843874574227","3.0435696029681","N Queensland"
"22.215","17.1","2.3489315594792","3.1007677363879","N Queensland"
"22.64","17.1","-0.13349025061372","3.119718253335","N Queensland"
"25.275","17.1","1.2904839312113","3.2298157649065","N Queensland"
"26.55","17.1","0.96891638827311","3.279029747688","N Queensland"
"26.9925","17.1","1.3443348057601","3.2955590496392","N Queensland"
"35.843333","17.1","1.3348413955645","3.5791575804346","N Queensland"
"42.275","17.1","0.40173900814509","3.7441958947846","N Queensland"
"0.8555","28.2","-2.6712288786089","-0.15606918564989","S Queensland"
"2.08","28.2","-2.0450323855238","0.73236789371323","S Queensland"
"6.22","28.2","-0.8386586196603","1.8277699067511","S Queensland"
"6.9","28.2","-1.3871747485472","1.9315214116032","S Queensland"
"7.16","28.2","-1.078515586969","1.9685099809725","S Queensland"
"8.03","28.2","-0.41177245768283","2.0831845279587","S Queensland"
"8.16","28.2","-0.62189127167485","2.099244168976","S Queensland"
"8.41","28.2","-1.2788005226143","2.1294214739849","S Queensland"
"9.66","28.2","-0.38273148625851","2.2679936482244","S Queensland"
"11.075","28.2","0.03825871211709","2.4046903159312","S Queensland"
"11.39","28.2","-0.28688106001459","2.4327357774591","S Queensland"
"11.46","28.2","-0.51189619662467","2.4388627112866","S Queensland"
"11.92","28.2","-0.32359391927948","2.4782176616372","S Queensland"
"4.24","28.2","-1.1523928843528","1.4445632692439","S Queensland"
"7.22","28.2","-0.11709127497798","1.9768549529047","S Queensland"
"8.23","28.2","-1.2561155822295","2.107786014689","S Queensland"
"9.54","28.2","-0.0030747221170762","2.2554934854602","S Queensland"
"9.7","28.2","-0.25485354070057","2.2721258855093","S Queensland"
"10.01","28.2","-0.097716472606074","2.3035845933271","S Queensland"
"10.8","28.2","-0.050304309909748","2.3795461341302","S Queensland"
"11.46","28.2","1.1153553382655","2.4388627112866","S Queensland"
"11.87","28.2","1.7559593923554","2.4740142086216","S Queensland"
"11.94","28.2","-0.63913638193403","2.4798941079645","S Queensland"
"12.38","28.2","-0.40950846145517","2.5160822672564","S Queensland"
"12.6","28.2","-0.31880129151065","2.5336968139574","S Queensland"
"12.68","28.2","-0.10013198605021","2.5400259490091","S Queensland"
"13.84","28.2","0.18341429287369","2.6275629501895","S Queensland"
"16.92","28.2","-0.41826467417966","2.8284963541781","S Queensland"
"21.9","28.2","3.0610517396746","3.0864866368225","S Queensland"
"29.5","28.2","-0.15606918564989","3.3843902633458","S Queensland"
"36.52","28.2","3.4071794533397","3.5978600557268","S Queensland"
"1.149429","42","-1.8414464607269","0.13926529732829","Tasmania"
"6.033333","42","-0.73051873262591","1.7972995943551","Tasmania"
"3.794286","42","-0.71566441944237","1.3334962508541","Tasmania"
"4.9505","42","-0.50342631628505","1.5994885815804","Tasmania"
"16.646667","42","0.34159672824243","2.8122100162075","Tasmania"
"4.128","42","-0.9249892545662","1.4177930281793","Tasmania"
"12.9","42","0.14147352026794","2.5572273113676","Tasmania"
"1.121333","42","-2.007972859676","0.11451815617739","Tasmania"
"1.475","42","-2.3759625627988","0.38865798979178","Tasmania"
